"Time","PS_1","PS_2","PS_3","PS_4","PS_5","Y"
26.59306888,4.266611607,3.73539359,3.4340901,3.433924681,3.633925599,1
26.59332473,4.266693362,3.735394181,3.434090206,3.433924677,3.633925584,1
26.59352215,4.266756449,3.735394637,3.434090286,3.433924675,3.633925572,1
26.59367837,4.266806366,3.735394997,3.43409035,3.433924673,3.633925563,1
26.59380231,4.26684597,3.735395284,3.4340904,3.433924672,3.633925556,1
26.59389958,4.266877051,3.735395508,3.434090439,3.433924671,3.63392555,1
26.59397477,4.266901074,3.735395682,3.434090469,3.43392467,3.633925546,1
26.5940319,4.266919328,3.735395814,3.434090492,3.43392467,3.633925543,1
26.59407425,4.266932863,3.735395911,3.434090508,3.43392467,3.63392554,1
26.59410493,4.266942665,3.735395982,3.43409052,3.43392467,3.633925538,1
26.59413561,4.266952466,3.735396053,3.434090531,3.433924669,3.633925537,1
26.59414662,4.266955985,3.735396078,3.434090535,3.433924669,3.633925536,1
26.59415174,4.266957623,3.73539609,3.434090538,3.433924669,3.633925536,1
26.59415513,4.266958704,3.735396098,3.434090539,3.433924669,3.633925536,1
26.5941566,4.266959175,3.735396101,3.43409054,3.433924669,3.633925535,1
26.59415748,4.266959455,3.735396103,3.43409054,3.433924669,3.633925535,1
26.5941582,4.266959686,3.735396105,3.43409054,3.433924669,3.633925535,1
26.59415892,4.266959916,3.735396107,3.43409054,3.433924669,3.633925535,1
26.59416025,4.26696034,3.73539611,3.434090541,3.433924669,3.633925535,1
26.59416497,4.266961849,3.735396121,3.434090542,3.433924669,3.633925535,1
26.59416562,4.266962056,3.735396122,3.434090542,3.433924669,3.633925535,1
26.59416616,4.266962228,3.735396123,3.434090542,3.433924669,3.633925535,1
26.5941667,4.2669624,3.735396125,3.434090542,3.433924669,3.633925535,1
26.59416735,4.266962611,3.735396126,3.434090543,3.433924669,3.633925535,1
26.59416842,4.266962952,3.735396129,3.434090543,3.433924669,3.633925535,1
26.59416988,4.266963417,3.735396132,3.434090544,3.433924669,3.633925535,1
26.59417166,4.266963985,3.735396136,3.434090545,3.433924669,3.633925535,1
26.59417396,4.266964721,3.735396141,3.434090546,3.433924669,3.633925534,1
26.59417719,4.266965755,3.735396149,3.434090547,3.433924669,3.633925534,1
26.59418158,4.266967156,3.735396159,3.434090549,3.433924669,3.633925534,1
26.59418717,4.266968942,3.735396172,3.434090551,3.433924669,3.633925534,1
26.59419276,4.266970727,3.735396185,3.434090553,3.433924669,3.633925533,1
26.59419834,4.266972512,3.735396198,3.434090554,3.433924669,3.633925533,1
26.59420393,4.266974297,3.735396211,3.434090557,3.433924669,3.633925533,1
26.59421593,4.266978131,3.735396238,3.434090561,3.433924669,3.633925532,1
26.59422792,4.266981964,3.735396266,3.434090566,3.433924669,3.633925531,1
26.59424361,4.266986976,3.735396302,3.434090572,3.433924669,3.63392553,1
26.59426569,4.26699403,3.735396353,3.43409058,3.433924669,3.633925529,1
26.59429239,4.267002563,3.735396415,3.434090591,3.433924669,3.633925528,1
26.5943191,4.267011096,3.735396476,3.434090601,3.433924669,3.633925526,1
26.59435269,4.26702183,3.735396554,3.434090615,3.433924669,3.633925524,1
26.59439743,4.267036126,3.735396657,3.434090632,3.433924669,3.633925522,1
26.59444218,4.267050422,3.73539676,3.43409065,3.433924669,3.633925519,1
26.59449744,4.26706808,3.735396888,3.434090672,3.433924669,3.633925516,1
26.59456926,4.267091025,3.735397053,3.434090701,3.433924669,3.633925512,1
26.59464107,4.26711397,3.735397219,3.43409073,3.433924669,3.633925508,1
26.59472866,4.267141957,3.735397421,3.434090766,3.433924669,3.633925503,1
26.59484099,4.267177847,3.73539768,3.434090811,3.43392467,3.633925496,1
26.59495332,4.267213736,3.735397939,3.434090857,3.43392467,3.63392549,1
26.59506565,4.267249625,3.735398198,3.434090903,3.43392467,3.633925484,1
26.59522363,4.2673001,3.735398562,3.434090968,3.433924671,3.633925475,1
26.59542532,4.267364538,3.735399027,3.43409105,3.433924672,3.633925464,1
26.595627,4.267428974,3.735399492,3.434091133,3.433924673,3.633925453,1
26.59582869,4.26749341,3.735399957,3.434091217,3.433924675,3.633925442,1
26.59610422,4.267581435,3.735400592,3.43409133,3.433924677,3.633925427,1
26.59646525,4.267696773,3.735401424,3.43409148,3.43392468,3.633925408,1
26.59682629,4.267812109,3.735402257,3.43409163,3.433924684,3.633925389,1
26.59718732,4.26792744,3.735403089,3.43409178,3.433924688,3.633925371,1
26.59769479,4.268089545,3.735404259,3.434091992,3.433924695,3.633925346,1
26.59820226,4.268251642,3.735405429,3.434092204,3.433924702,3.633925321,1
26.59843392,4.268325639,3.735405963,3.4340923,3.433924705,3.63392531,1
26.59866559,4.268399634,3.735406498,3.434092397,3.433924707,3.633925299,1
26.59888376,4.268469318,3.735407001,3.434092489,3.433924709,3.633925289,1
26.59910193,4.268539002,3.735407504,3.43409258,3.433924712,3.633925279,1
26.59968071,4.268723856,3.735408839,3.434092822,3.433924721,3.633925253,1
26.59994404,4.268807957,3.735409446,3.434092933,3.433924727,3.633925241,1
26.60020737,4.268892056,3.735410053,3.434093043,3.433924733,3.63392523,1
26.6004707,4.268976153,3.735410661,3.434093154,3.433924739,3.633925218,1
26.60086535,4.269102186,3.735411571,3.434093319,3.433924748,3.633925202,1
26.60153457,4.269315894,3.735413115,3.434093601,3.433924765,3.633925176,1
26.60236838,4.269582144,3.735415038,3.434093952,3.433924787,3.633925144,1
26.60320219,4.269848375,3.735416963,3.434094303,3.43392481,3.633925116,1
26.60403599,4.270114588,3.735418887,3.434094654,3.433924835,3.633925089,1
26.6048698,4.270380783,3.735420812,3.434095006,3.433924863,3.633925066,1
26.60599569,4.270740197,3.735423412,3.434095482,3.433924902,3.633925038,1
26.60655573,4.270918965,3.735424705,3.434095719,3.433924922,3.633925027,1
26.60711577,4.271097725,3.735425999,3.434095956,3.433924943,3.633925017,1
26.60752705,4.271228997,3.735426949,3.43409613,3.433924958,3.633925011,1
26.60793833,4.271360264,3.735427899,3.434096304,3.433924974,3.633925006,1
26.60799637,4.271378786,3.735428033,3.434096328,3.433924976,3.633925005,1
26.6080544,4.271397308,3.735428167,3.434096353,3.433924978,3.633925005,1
26.60811243,4.27141583,3.735428301,3.434096377,3.43392498,3.633925004,1
26.60823102,4.271453677,3.735428575,3.434096428,3.433924985,3.633925003,1
26.6083682,4.271497458,3.735428892,3.434096486,3.43392499,3.633925002,1
26.60845781,4.271526058,3.735429099,3.434096524,3.433924993,3.633925001,1
26.60851337,4.271543791,3.735429228,3.434096547,3.433924995,3.633925001,1
26.6085436,4.271553437,3.735429297,3.43409656,3.433924997,3.633925001,1
